conductivity,temperature,turbidity,total_dissolved_solids,water_quality_rating
418.9724666,31,3.771313518,12772.09575,0
442.5305081,29,4.125750333,38748.41135,0
460.528736,33,3.523980506,13699.68071,0
335.3782115,32,2.364558912,13584.49034,0
463.9651678,27,5.666547311,27319.56903,0
403.9899202,28,3.592133424,20081.53795,0
458.9239774,29,3.546696372,16360.5663,0
344.1549646,33,3.331583735,11120.70105,0
474.9374696,28,4.306218231,25717.93618,0
391.2387137,29,3.282061393,11954.70073,0
411.2169781,31,3.505078834,16786.92541,0
552.9075895,33,2.949431503,44612.75136,0
302.9404332,28,2.395683182,27408.49933,0
327.967343,32,4.197305125,13584.90025,0
436.2780756,30,3.79204017,15405.49648,0
377.8579586,28,4.34844014,14149.49983,0
412.0389222,34,5.013281168,19952.30947,0
538.2037134,30,4.510405324,15130.15437,0
430.332754,33,4.458966913,23564.57966,0
278.4832659,33,3.792840307,11553.03928,0
436.2905517,26,2.934697437,23985.86442,0
417.7389884,26,2.707129162,22993.72935,0
355.2069685,28,4.536145914,20503.43005,0
369.4276991,26,3.703191306,24227.96114,1
452.7276913,34,3.56139783,11724.62332,1
412.7065583,28,3.919139533,12810.42316,1
324.6479088,28,3.846547549,9064.035831,1
388.0658567,27,2.72365054,19037.46264,1
545.310659,28,3.885623898,6670.659354,1
323.0010364,28,2.000757032,52060.2268,1
399.5637857,26,4.038829793,23460.82138,1
441.8810049,30,2.946643668,12538.97403,1
616.1752428,29,2.475284464,29496.91016,1
466.2454797,28,3.619132805,22960.18064,1
289.6605864,28,3.957011709,14563.68265,1
363.1293527,33,4.350921901,15494.35984,1
527.9125436,28,3.92011648,16925.0123,1
506.5314139,34,5.045982883,31155.54022,1
492.0978246,31,3.199999614,20225.64292,1
551.1452068,29,3.182521119,17606.88569,1
467.1107616,34,4.492139949,24678.32929,1
547.4668312,33,2.804525051,23863.71686,1
524.0797055,34,5.127910988,21299.31866,1
405.7615711,34,3.42217862,9727.761716,1
388.7526203,27,5.370205549,26738.52536,1
461.3562275,31,5.115430914,21440.73885,1
631.8220782,31,3.978919807,13891.03853,1
402.6192862,26,4.058942266,12874.44464,1
538.1749592,29,3.379147351,18682.27714,1
426.186565,32,4.641258532,33653.76196,1
312.3885856,32,4.899815187,21148.2419,1
453.9184895,29,2.64503637,16553.56244,1
370.0851534,33,4.576728706,7839.31876,1
269.0136348,34,3.22395109,17248.61874,1
449.2599756,34,4.430116016,32238.07778,1
428.4448225,32,2.96755413,41538.24273,1
338.2142583,28,4.163325537,20461.75904,1
341.7747779,33,5.112254251,31991.95875,1
507.476249,27,3.96173067,33455.24099,1
498.2669594,32,4.983903465,25189.83062,1
328.7009606,33,3.693510936,20049.2421,1
509.9568642,28,5.044454778,26408.88177,1
439.3128533,34,5.767354666,37191.11414,1
413.2921835,28,4.363529881,14382.90216,1
315.4790704,34,3.238692933,15173.47115,1
379.6753668,26,3.415851385,19579.38955,1
401.7393087,28,4.772662701,16066.55212,1
332.5981262,28,3.082080496,19981.31519,1
441.9451807,33,3.644606541,34265.83058,1
505.5423487,28,4.633854752,28099.03873,1
340.6483926,26,4.355489162,9028.760345,1
380.0968101,30,3.092626379,31155.98882,1
512.4544684,26,2.775635434,17749.29866,1
315.5361054,33,4.072252323,34768.93342,1
355.6986132,33,3.918673156,29568.53585,1
564.183824,27,3.893070403,26726.77111,1
437.5386924,32,3.894464333,14676.71627,1
475.1429562,28,4.490392564,13969.26156,1
431.4573372,27,4.41481891,14472.39155,1
350.3910241,32,3.913695776,25866.10395,1
398.6809356,30,3.246583097,11939.76986,1
366.3707236,34,3.391240667,24389.36289,1
441.9861061,31,4.441979836,37795.76332,1
334.5123059,31,5.159301249,21807.40013,1
500.8660185,27,3.349571655,28584.17581,1
526.7049237,32,4.677713327,24085.11214,1
596.3463464,34,3.872018159,15088.82765,1
345.0198518,28,2.39500211,16233.13468,1
341.6022087,30,4.304689262,13753.99337,1
443.0292321,29,3.545741438,39028.59934,1
431.7819875,26,4.427712282,15157.26879,1
505.7355345,34,5.712792127,25043.5328,1
446.8406051,31,4.265233067,14905.39385,1
367.9887837,30,4.822043564,22982.92744,1
336.1988372,30,4.559836219,18158.84212,1
534.6639449,28,4.486180492,11642.149,1
575.4219684,30,3.471971127,14829.62421,1
605.3050414,29,4.29372656,20038.79642,1
369.534034,30,3.736020547,18463.88366,1
328.3633983,26,3.089923749,25046.79864,1
418.0412196,34,4.976957858,11104.25051,1
344.3656891,31,4.003547029,12229.64758,1
347.5883747,32,3.827255961,13790.2962,1
353.5104246,30,3.958248504,11300.23811,1
439.1177046,32,4.124537825,34261.98589,1
395.2357843,31,3.718981559,7472.50648,1
481.0735393,26,2.743866752,33786.71631,1
323.7728426,32,4.03997629,13781.78028,1
402.6580222,26,3.373484514,28407.66103,1
436.8440526,30,4.290393224,27983.17942,1
646.7325987,29,4.382159162,18126.03096,1
446.6969391,33,2.777726265,23642.9926,1
327.2895434,34,4.649365028,22387.31575,1
401.3048946,26,3.575010576,23234.78893,1
377.4307463,29,3.189942299,11571.42154,1
501.7432181,31,2.416402098,31977.37014,1
439.6330269,28,5.707192759,22673.03447,1
384.3056983,31,3.388448222,20590.71211,1
460.8124249,31,3.75016351,19892.38891,1
437.3771806,28,5.97805394,21839.69596,1
422.2938193,26,3.21063541,15063.81497,1
365.6875204,30,4.26852452,13286.15658,1
443.4455903,34,4.150359337,27032.14226,1
414.8109854,33,4.833345774,21675.68287,1
462.4801989,29,4.521836127,35289.23711,1
394.6348677,32,3.695746982,16276.3986,1
326.777803,33,4.741944305,13213.57825,1
354.8470533,33,5.010163393,26210.11601,1
358.8490033,28,3.619650737,19657.84331,1
317.5326799,32,4.111101546,27884.43425,1
481.9558771,33,3.266213475,16689.7996,1
340.8088228,26,3.823092676,13867.2442,1
297.6313652,29,3.556394812,34573.67879,1
465.0727958,31,3.921976381,37993.18275,1
484.1729533,34,3.261591731,38977.3308,1
389.5162861,29,3.655789569,34596.00187,1
404.2048592,30,3.732202018,15908.64209,1
392.5169018,31,3.30829418,12856.72862,1
409.5018417,29,4.599572634,27064.41841,1
421.3437362,33,4.930189986,28224.77418,1
258.880209,34,4.041445671,7263.056749,1
414.3080549,33,3.487816307,36412.48826,1
416.4456175,31,4.515150114,25383.76518,1
470.8362645,27,5.003825786,24172.70331,1
422.4225087,26,4.779187009,27795.73204,1
428.8823659,32,2.626546784,9609.740605,1
500.1692103,26,3.024968487,8296.550611,1
564.7934853,27,2.191138422,18223.02708,1
378.8971896,34,4.192257449,21407.61429,1
351.9973602,29,4.626701023,9783.368727,1
453.1519381,29,3.685079273,10337.5417,1
573.3304971,27,3.975571849,30307.21767,1
490.658747,31,1.81252894,24709.72886,1
460.5667219,29,3.785506644,13652.60203,1
350.2363264,29,5.404045773,33046.72761,1
487.9851851,34,3.478004808,25911.32168,1
392.3635858,32,4.598622246,29263.55407,1
459.5690214,32,3.210881939,6787.48466,1
353.6309129,32,5.199864588,14694.42062,1
415.6248817,32,3.489945595,7035.133797,1
496.270851,31,3.813881276,18452.02299,1
420.5945919,30,3.398264165,23558.55475,1
447.0744599,33,4.665681059,20592.25894,1
353.0629066,34,4.679168643,22535.08516,1
333.7753271,32,4.51875067,9592.151333,1
369.9031987,30,4.688271256,18364.83142,1
468.2125374,34,4.075556975,14160.68677,1
501.9028641,28,4.556863752,35680.06788,1
575.3090369,27,3.720264379,16099.1519,1
437.2175902,32,2.942348225,27215.90274,1
356.1819159,33,4.736849577,29549.65882,1
383.4909539,33,4.32920405,19575.47536,1
370.3572882,32,3.179128741,25863.34324,1
322.2911912,33,5.160603788,16922.8539,1
319.8429301,29,3.900508521,10443.79653,1
429.6222122,34,3.221129819,15357.83337,1
508.345207,33,4.925339107,9363.853988,1
371.579634,28,5.125416576,7040.737621,1
414.6176551,33,5.266367539,23828.20768,1
469.1319513,30,5.19053381,14446.81239,1
364.7010954,30,5.076362464,21852.43794,1
490.2846741,28,2.871196031,31421.73163,1
358.9832544,30,3.592264728,12285.89148,1
379.2906459,32,2.951395753,25954.03176,0
328.3874298,26,2.259550289,28398.5542,0
380.7232523,33,4.917909887,27981.09119,0
328.0335757,30,5.035822844,12827.62101,0
435.4056098,31,4.561493819,15936.24736,0
460.7659944,29,2.854526552,28508.6378,0
468.4163498,26,4.047907292,20442.61501,0
349.954534,34,5.260301115,22462.11329,0
423.6627075,33,3.630523985,15824.78873,0
412.8676105,32,4.59113705,22095.63716,0
442.1042076,27,4.383394692,18607.21319,0
498.0639962,26,4.030659831,34157.18447,0
428.7706104,26,5.034682957,24108.12755,0
474.6653317,33,3.919575057,22423.49521,0
288.9124568,26,4.405508764,23603.06542,0
452.9952928,31,2.496342612,17259.8523,0
446.7484416,28,3.514097775,12642.06595,0
431.4246894,31,4.299018587,24991.76602,0
319.4230515,32,5.00587853,12666.00532,0
505.2654826,31,2.87326121,25063.68301,0
516.8516225,31,2.730792274,32182.26232,0
338.8481579,33,3.246077223,8712.002588,0
382.922363,33,2.804923583,30434.26912,0
505.9128645,27,3.738618343,16147.00195,0
381.3465821,30,2.544020276,9001.658753,0
440.6011346,29,3.060827354,9381.239931,0
521.7808842,27,3.633373289,29370.26418,0
551.5403898,30,4.494544339,23728.29401,0
347.8409649,27,2.813888599,16686.31276,0
425.2888367,34,5.214484016,30950.6811,0
567.6041514,27,4.23825298,20827.98384,0
313.254743,33,3.378778493,34314.08709,0
389.7424621,26,5.102516757,18222.93196,0
386.8030566,27,4.957419783,40829.35317,0
294.3251422,29,5.400810789,17468.9998,0
343.4175878,27,4.476348715,37620.24847,0
421.8900828,28,4.764193594,20012.17298,0
313.4779593,31,5.035153707,27317.09944,0
330.0450518,26,3.39047054,32775.63258,0
445.7007612,32,4.456104061,28184.90053,0
389.0216156,33,4.274136884,16183.58665,0
381.5016036,27,3.403269587,28499.10733,0
459.5411588,31,2.957194849,17068.29886,0
492.8503914,28,4.179187128,7324.701425,0
520.6407738,27,3.256301329,15548.41667,0
437.5120421,34,4.705561884,18493.87218,0
425.670964,31,4.475161103,19472.62433,0
406.551667,32,4.009006062,24211.63077,0
396.8056521,26,3.183435323,9840.78282,0
414.157826,27,4.330321564,25770.00672,0
471.3698805,29,3.569717312,17674.70615,0
414.2560865,34,4.154845328,10571.77038,0
427.2397403,28,2.817391374,21467.95087,0
339.8830287,31,4.052905069,3773.281147,0
386.3452475,34,3.837256627,9836.401847,0
518.5852526,28,3.776225631,14906.04792,0
428.6609649,32,3.442121236,21759.36393,0
526.3610816,26,4.83886228,34094.05718,0
304.9563717,32,3.408168792,14848.12949,0
361.9477582,33,4.267952934,29057.22762,0
536.2686727,34,4.47201817,27700.12195,0
497.9023198,29,4.555949236,23372.88265,0
585.2226284,28,2.519891581,10587.30493,0
416.0909979,32,4.071916487,32241.07961,0
587.3786921,30,3.871463111,27509.89342,0
535.3395605,33,3.506764606,23930.37455,0
522.0278703,33,3.722454851,12958.74846,0
541.7723151,27,3.836703239,22829.12321,0
617.5409065,31,3.806539439,13501.67797,0
471.8575107,33,4.10736363,25951.55404,0
579.4618244,29,4.531658688,15340.95184,0
462.1424242,29,5.580829963,28338.98146,0
296.9641017,33,3.699146259,33153.81298,0
342.3594105,29,5.45691283,20226.28794,0
500.9387879,28,3.294129366,26422.09789,0
390.5669453,29,2.765722248,36860.4689,0
326.2690802,33,5.35304334,30988.97302,0
291.6002828,33,5.174719759,8016.202938,0
374.18184,30,4.045547056,17569.57982,0
600.937203,32,4.070824292,18136.12886,0
423.9783892,31,4.167336457,14017.37207,0
360.1844731,29,3.418763195,5689.804405,0
399.9483325,34,3.884460371,33306.01254,0
388.941163,31,5.438487907,19096.82237,0
451.0127884,27,4.072197622,16898.8083,0
474.7817344,33,2.998335472,34160.92514,0
558.108549,31,2.934137001,35971.02511,0
393.3886033,27,3.918469801,39537.08646,0
568.0789802,32,4.572923004,8108.297322,0
471.4843946,32,4.101397991,18014.9957,0
379.5077385,28,4.180389312,19557.99372,0
498.8039169,28,5.504749397,8985.911807,0
369.1983343,33,2.575423028,18091.20261,0
401.0637637,31,2.784712797,11451.31222,0
544.8574806,29,4.104834817,20288.23557,0
485.0984831,27,4.030337485,22052.03462,0
451.605924,26,4.14486994,22053.01026,0
355.2844423,30,3.341426728,14912.22551,0
480.308581,34,4.072186608,12736.865,0
446.3864036,27,4.070966098,32423.46269,0
373.9201602,32,3.817778953,36290.74611,0
357.4707042,30,2.291694536,38494.72025,0
359.506553,33,3.978141279,27365.10636,0
429.350268,26,3.13400015,25338.61934,0
327.6586444,28,4.308256961,7066.376917,0
210.319182,30,3.698874769,11346.14345,0
419.3955691,27,2.925037558,17734.94963,0
381.4403882,26,3.756006672,26325.8177,0
357.7110601,34,3.619590635,13597.89604,0
399.883388,34,4.43921524,12519.09066,0
400.1553243,31,2.600618679,39125.2092,0
482.5982702,31,3.169714976,21895.2857,0
416.8991601,30,2.445673388,15158.72175,0
395.6985382,30,3.994556136,17258.18835,0
539.4646482,31,3.481943696,35216.53427,0
336.2797071,28,4.921340625,17982.38726,0
354.1744375,26,3.808372006,35633.26851,0
332.956298,26,4.699120987,11125.44354,0
482.8469391,30,3.941073832,25253.07906,0
393.1864462,28,4.416183694,11848.22827,0
456.4264885,29,3.654354962,16764.85476,0
269.3446352,27,2.27639196,5699.504942,0
389.6382279,26,3.130044763,20555.55957,0
521.7741145,33,3.579107242,15247.12803,0
427.1137557,34,3.58830042,20497.82222,0
521.8355248,28,4.724321913,23114.03183,0
273.4468382,33,4.224342509,44376.18738,0
477.8546873,33,3.250022229,13677.10644,0
553.0576632,29,4.325131645,25574.09172,0
524.9097809,31,3.125391112,30594.28067,0
481.7375593,32,3.699796036,25780.05908,0
367.8975629,27,3.675985498,5230.63043,0
463.2969139,29,3.603609581,15772.65317,0
383.1245035,32,3.772858553,17977.69394,0
552.4627918,29,4.106807505,35439.68784,0
496.1614524,26,4.055421251,22710.45837,0
354.1701813,29,3.923356036,20070.56779,0
497.1691281,26,2.966945651,11298.45009,0
433.6795425,29,3.686758983,8672.527773,0
373.8436199,30,4.677289618,20129.97882,0
312.0025326,29,3.883029041,42063.8744,0
420.3573924,27,3.322065007,19663.79131,0
494.4169099,30,4.531825295,13911.82663,0
353.0636591,27,3.443385019,15362.45238,0
555.580978,33,2.372791477,27662.3971,0
477.6688358,30,4.814779191,20447.49013,0
336.9568673,33,3.051316563,14151.76008,0
385.3916191,26,4.369454697,25842.58128,0
432.0431198,29,4.534681098,5619.135558,0
331.5867258,27,4.645852435,35086.39696,0
406.0147939,33,3.458320001,17439.44406,0
452.9744803,28,2.620538023,23037.07683,0
392.4966653,31,4.263192772,29917.82021,0
533.968647,26,5.038118946,24070.26365,0
302.200496,29,3.94196926,9913.963346,0
375.0363685,31,3.499048523,28278.78928,0
439.2296156,26,4.319777195,23610.51756,0
383.245825,34,1.964863097,16246.17319,0
452.445746,31,3.403393177,13486.14219,0
475.2964708,30,3.287243971,20335.67651,0
355.470925,26,4.182740665,16854.12946,0
369.0166668,26,3.776718462,13969.43886,0
313.513502,27,3.853388072,30684.21164,0
471.5185364,28,3.076214341,24061.3496,0
369.2838639,30,3.241267187,26493.07621,0
344.0720282,34,3.666671803,11628.33668,0
420.8283622,27,3.258041647,11699.13355,0
310.9278353,27,3.936972573,48002.0846,0
509.2848688,33,3.452821864,26913.37349,0
419.813956,26,2.978925445,19900.40784,0
488.7745948,28,6.35743852,29046.08352,0
432.1943573,32,4.764412042,22958.00999,0
538.6218031,26,4.863377535,39942.9539,0
527.380871,28,4.217861431,13533.23003,0
383.122057,33,4.635709127,20919.05143,0
543.3929883,28,2.98809301,8727.247349,0
390.8049553,33,3.666613686,24293.17266,0
422.0677005,32,4.681716653,26756.918,0
479.7861954,29,2.430883294,19397.32389,0
479.0560337,30,5.284233272,24873.62278,0
257.7041794,30,4.827527398,30733.50384,0
572.7434072,31,4.217553378,21174.40848,0
399.7737042,31,3.006650222,15751.1753,0
406.382378,26,4.500207625,33897.0682,0
368.7708937,32,4.631640754,21733.82804,0
482.6733273,27,4.435760073,24827.51664,0
367.6899918,27,5.622018081,17864.68939,0
553.4940322,34,4.071343675,3900.913892,0
560.9659102,31,2.898223061,13283.77805,0
286.7944316,28,3.231679693,32981.23946,0
357.4361934,30,4.038502789,21280.24656,0
338.44145,27,4.129230416,14294.24035,0
617.8835131,30,4.457282487,11989.24624,0
371.9106474,34,3.31116811,11797.92092,0
510.6093851,34,4.223576482,20162.01862,0
468.0517147,32,5.486132309,40710.52439,0
501.6739826,31,2.760212574,16123.30445,0
510.8950007,33,4.04637969,28909.29028,0
444.276635,33,3.455622541,21573.74757,0
336.0618031,34,3.171655208,28391.99819,0
422.2238018,28,4.383942554,27007.88691,0
446.7429748,27,3.358353455,25959.6139,0
442.3681431,33,2.938082397,10513.29678,0
376.2319179,28,4.178897909,13124.10564,0
440.8594348,32,4.003458052,17975.55323,0
425.2500465,28,3.502370872,41489.63981,0
530.5264113,34,3.254926497,28954.80101,0
446.4223567,28,3.66264816,13927.00251,0
549.2767283,33,3.893766831,22610.76871,0
367.7586892,29,4.126407533,10490.83899,0
328.9044942,31,3.042796944,4544.841718,0
493.8884638,33,4.17421964,56867.85924,0
393.5557957,28,4.180567593,27752.00024,0
368.4028571,30,3.136945007,18939.93665,0
331.971661,32,4.213567957,20067.57279,0
365.4312125,27,4.775784922,40936.15339,0
475.3422715,26,4.033391218,26220.17421,0
331.3789519,30,3.964449588,8918.8926,0
435.6664692,30,2.004142586,32619.31297,0
480.3202177,28,2.831234426,10562.46054,0
431.6256772,31,4.724456578,26489.1147,0
384.0115576,27,3.665410662,25234.42797,0
442.1670062,33,5.846826958,13902.96865,0
324.9978244,30,3.371680094,8904.799818,0
399.1190254,29,2.92573204,22390.79557,0
357.4172848,33,2.275903461,34456.80113,0
397.6849857,29,3.178003605,27430.44173,0
570.4242586,28,4.102291769,14298.41046,0
382.0142489,30,4.44490059,20375.66827,0
500.6848732,27,5.140207743,24196.52268,0
407.3808249,34,4.763730536,22174.78114,0
597.8700732,28,3.696327575,25620.77137,0
558.7478629,26,4.213700444,22829.11084,0
468.5383258,26,4.081728016,13291.92261,0
567.5261592,29,4.919585047,23926.07882,0
558.9538726,33,3.651864699,20113.89757,0
363.2357556,28,4.5990822,17944.85238,0
514.9640601,33,3.332906497,18136.26158,0
301.7534765,28,3.309471716,15704.48209,0
329.0166464,29,2.391540006,27080.26872,0
412.3085879,27,4.502138214,16477.35081,0
404.1201524,31,3.855772964,30646.81528,0
430.4068943,28,2.87588018,26780.69179,0
355.9980259,29,3.21444964,13736.34204,0
380.1147511,29,2.770822653,29533.60883,0
360.4684842,27,4.157927298,15893.67441,0
490.5125389,34,2.804926824,23683.11019,0
369.4680721,33,4.398900709,23027.38526,0
485.6311478,34,2.575141031,55334.7028,0
412.9792013,29,4.565423282,20063.49033,0
397.2628257,28,4.344804944,21762.61415,1
288.0685777,33,3.891097334,22316.39828,1
559.6293401,30,2.959749614,28894.47697,1
437.3708632,30,6.389161009,22826.4847,1
354.3925259,29,3.551655811,6342.502843,1
315.750909,26,3.959293615,9660.658302,1
334.9053758,27,3.300253498,21162.72673,1
392.9012057,31,2.506238127,48410.47101,1
455.9274999,33,3.325638986,18626.14931,1
544.3393171,33,4.86854263,20215.69752,1
321.0690741,33,3.584985024,11459.62244,1
413.3215995,32,3.505300168,23349.48542,1
448.8647411,32,3.874425315,14970.64724,1
347.8292033,34,3.182582857,27336.96262,1
419.173312,34,2.460464867,21361.19705,1
414.8891303,32,2.9770474,23094.87239,1
510.305603,32,3.667154205,13769.86024,1
448.4571607,27,2.958414712,27025.20696,1
477.0478068,30,3.8706108,7998.674511,1
454.73241,34,3.822668715,17435.34021,1
526.067651,29,3.223080865,13978.17266,1
295.7570532,30,4.387208418,19947.43447,1
318.5366329,31,2.999702321,17537.98962,1
393.1766813,34,5.612295662,21289.17959,1
521.0162606,27,3.741143366,22824.69947,1
264.5080825,33,4.592959344,21809.70983,1
369.280429,33,4.604724796,45141.68604,1
590.0605459,34,4.165549906,17037.72537,1
531.1691009,34,3.659652968,37118.25544,1
506.0101352,31,3.789236757,31161.36839,1
284.0179948,29,3.89891586,12036.64304,1
354.7907412,33,4.300694899,40032.414,1
482.6371798,30,4.497730796,14733.45876,1
522.888054,26,4.342796788,17076.66379,1
457.0141209,34,3.678686031,21670.59366,1
351.631315,29,4.72133955,22013.96491,1
554.0451045,29,5.688206949,44586.81265,1
373.2321373,26,3.819985377,7986.493239,1
605.4588934,29,3.41068554,36185.67854,1
385.8278293,31,3.261651399,19692.46439,1
508.8203409,26,4.995601766,28698.72996,1
350.9686515,32,3.968647163,11930.62479,1
408.1950145,27,3.690929417,22389.38049,1
480.7152078,27,4.393944466,22113.39145,1
300.411744,32,3.08029671,40588.43383,1
408.0957972,30,3.80879301,31040.88449,1
383.7478834,34,3.242545448,21687.47345,1
570.3787653,28,4.005892992,34383.59764,1
432.8987489,29,4.854312786,17106.43865,1
528.1562512,30,3.631042314,18125.6384,1
405.4206121,33,2.571391506,25489.07503,1
476.8420108,34,4.201054364,20474.82082,1
337.8582636,33,2.917284056,13464.48716,1
365.477618,29,2.181714167,19451.7676,1
327.2282451,31,3.422543431,33744.16681,1
387.3997714,28,3.911014707,35021.7741,1
382.0801288,26,2.91175139,18542.95745,1
356.5430368,30,4.143365319,23335.67421,1
404.003888,32,3.439561019,17818.39449,1
354.3906043,29,3.918005799,16960.43463,1
398.4603116,33,4.220027671,25506.91224,1
354.4052785,30,4.081328787,2808.025756,1
462.314567,27,3.613834771,26608.92915,1
344.5506193,32,3.209588058,32160.53392,1
583.4364875,32,4.208354354,14829.74597,1
369.0443258,26,5.702504528,11889.25063,1
520.5877359,27,4.398059123,27716.33872,1
468.3674514,28,3.274628642,28301.51695,1
397.1149717,27,3.939011353,33662.38905,1
517.1505478,27,5.030712169,18526.26169,1
494.4045106,29,4.052367138,28415.18435,1
345.6569351,27,4.485070147,39498.65929,1
404.4057627,27,3.329600783,15990.14923,1
475.4452677,26,5.37040341,34865.32463,1
362.0624898,29,3.53350015,19457.63948,1
491.7240649,26,3.881767178,17063.17211,1
404.5013685,27,4.764995184,36267.26666,1
285.228661,27,3.499774684,34591.67815,1
537.1360548,28,4.431739047,13215.70638,1
377.0662857,30,4.641041336,24793.45568,1
375.2759695,30,4.043914693,13289.20165,1
412.8964036,31,2.010537157,7323.302301,1
425.532861,27,3.57882634,21989.76744,1
509.8196527,33,4.046305672,33360.17072,1
510.9446258,33,3.89406116,23614.70296,1
477.7233747,28,3.229834159,38037.35307,1
332.3597146,29,3.534665425,29258.73814,1
440.9368239,29,4.318271773,24590.12593,1
491.5167115,30,4.209136505,34535.55385,1
546.7909944,34,3.44284782,29313.78335,1
519.8629915,31,2.472720325,15694.50719,1
277.2341545,34,3.292270153,32833.43117,1
336.4466548,27,2.929952739,43533.65785,1
445.0696363,28,4.41217355,12932.59039,1
455.7438446,28,3.804352132,26453.00335,1
410.694183,32,4.620685586,16929.2902,1
502.9936866,28,3.433135385,19393.46986,1
479.9570763,29,4.536122682,30430.21175,1
472.7968348,27,4.957822241,14608.36315,1
535.0863948,30,5.113869706,37861.44001,1
475.5489601,29,4.91053382,26880.22004,1
355.0074612,33,4.745247517,24856.60711,1
449.9510828,28,3.09381445,23572.1578,1
375.9645578,28,4.553380743,11682.22932,1
534.6984328,30,4.186674618,18073.96859,1
499.2754008,33,3.877349185,40799.36033,1
451.808446,30,2.286943495,11551.21568,1
348.3990333,34,4.43885846,19378.35907,1
477.9949918,34,4.275645348,34510.753,1
317.9484586,26,2.962852429,18295.37092,1
383.7949028,32,3.843405196,17382.42737,1
413.155466,30,3.729120402,30249.17085,1
509.1503233,29,5.446565703,10102.48972,1
656.9241278,27,4.401627835,20567.14593,1
346.8604045,29,3.38629429,24161.25498,1
283.4014062,31,5.648605949,13086.64393,1
480.8480635,27,4.132274238,56351.3963,1
547.0238303,34,5.21830711,19583.05735,1
328.854169,31,4.60180209,18767.94163,1
391.599708,30,4.501980015,27567.37567,1
393.9528205,28,3.371110881,19417.76721,1
485.6724565,30,3.709437181,40682.144,1
339.2087033,31,4.387601742,5516.874953,1
436.5172742,30,2.220639923,23154.06232,1
343.8952418,29,2.820927249,14598.95191,1
336.9141571,29,4.315308015,16136.43327,1
337.1910833,30,3.62463525,14101.86929,1
323.4992313,29,3.940282339,18061.69757,1
517.2033081,26,4.531196013,17444.6714,1
501.605982,30,3.397302572,25422.33855,1
491.0790821,32,4.308222881,14034.4858,1
324.9370292,26,3.470885424,19471.46544,1
298.550513,34,4.616641008,25612.14891,1
289.2027406,30,3.912836037,17430.91972,1
410.8041321,34,3.721974696,22543.25629,1
432.1079346,33,4.271167637,8746.901717,1
391.8209641,30,3.840888762,30211.83299,1
508.2627539,31,3.190127771,10117.08444,1
344.9505839,27,4.511384049,30579.37107,1
290.1186126,27,5.199446636,33337.10965,1
406.612743,27,3.31715245,15171.01233,1
472.2554031,29,3.68040999,30606.22359,1
392.5582049,27,4.516869764,15380.12408,1
364.5231509,31,3.771596492,19862.81126,1
477.3426562,26,4.314495017,20134.39834,1
455.840428,31,3.173879163,27008.01187,1
412.5829888,29,4.523236866,20339.01687,1
515.8063854,28,3.042496818,31620.19079,1
456.5439451,26,4.599432014,25972.80375,1
543.9491409,28,4.647095594,34585.08961,1
483.442018,27,4.362085653,22781.36453,1
527.198675,26,3.499453074,32768.22797,1
555.5902835,34,2.799883321,15661.94034,1
518.0485235,27,4.164028619,23072.7807,1
591.3633685,28,4.104698561,13492.84084,1
350.8269163,26,2.938536287,12760.43715,1
438.5534987,27,4.855821251,13580.61848,1
566.3793974,33,3.951304463,32150.97939,1
347.9866864,30,3.068919237,18085.15884,1
401.6182184,30,3.70797408,15736.58099,1
353.3364843,27,4.111691345,32071.17937,0
377.198273,27,4.650033779,30204.54674,0
562.7714671,28,3.281802196,9496.910354,0
380.4284147,33,4.453525556,34184.3084,0
410.625098,26,5.229809193,9898.022209,0
320.9309663,33,2.842470708,22440.40104,0
447.0322886,32,5.464856803,12691.51597,0
408.9225168,33,3.871372489,27045.92996,0
458.3627329,29,4.152014127,23720.48173,0
340.0300886,31,4.402339513,32602.34008,0
596.7510259,27,2.372924722,12885.51691,0
538.5325178,26,5.152527698,17546.40326,0
390.9430887,30,3.687152068,18337.46092,0
413.5450473,31,2.203840524,13122.22342,0
432.4318223,33,4.402244146,20384.7731,0
504.8656928,31,4.144872251,22575.18858,0
366.6695125,26,3.210168089,14784.75566,0
594.8992901,31,2.878515631,34808.44278,0
468.9393445,29,4.217743745,17388.98256,0
371.4823076,29,3.762222689,10418.10834,0
351.4802796,30,4.119436475,22005.43655,0
544.6005667,33,3.790523693,43958.67813,0
423.7367843,30,4.125731794,13909.47907,0
313.3618703,29,3.502081504,18128.90829,0
455.972627,31,3.806596292,28140.76815,0
418.4194715,28,4.805791534,26855.10561,0
475.2114605,26,4.094746286,19621.32511,0
537.5396091,26,4.657360934,11950.23503,0
603.0549559,33,3.110932391,20139.43035,0
367.3898112,31,4.559336642,9344.653322,0
346.3745976,30,3.358284405,16446.32805,0
448.7541508,32,4.107467119,18742.92522,0
435.9483861,34,3.875238037,15323.40882,0
429.7066808,33,3.69086186,24699.5239,0
464.7255668,31,3.506229064,15888.62521,0
345.5363659,33,4.592979951,17589.26899,0
257.9631542,31,4.059377404,39927.73704,0
624.2299006,28,4.153558901,23129.74806,0
566.2506937,27,3.844013287,12763.26789,0
660.2549463,29,3.584201916,26895.25796,0
473.6866933,29,5.032854921,17420.08715,0
334.1660609,29,3.572343822,43846.02527,0
569.1032945,28,4.395284863,35477.76664,0
436.9270957,28,3.561962572,26240.49298,0
430.2696637,29,4.599235865,34006.76875,0
